LEA Code,LEA Name,Site Code,Site Name,In School Suspension,In School Expulsion,Out of School Suspension,Out of School Expulsion
001,Acadia Parish,001001,Armstrong Middle School                           ,51.35%,5.63%,34.23%,<5%
001,Acadia Parish,001002,Branch Elementary School                          ,<5%,<5%,11.7%,<5%
001,Acadia Parish,001004,Church Point Elementary School                    ,<5%,<5%,6.47%,<5%
001,Acadia Parish,001005,Church Point High School                          ,<5%,<5%,34.22%,<5%
001,Acadia Parish,001006,Church Point Middle School                        ,10.68%,<5%,37.72%,<5%
001,Acadia Parish,001007,Crowley High School                               ,40.78%,<5%,33.77%,<5%
001,Acadia Parish,001008,Crowley Middle School                             ,6.83%,<5%,25.09%,<5%
001,Acadia Parish,001010,North Crowley Elementary School                   ,<5%,<5%,8.87%,<5%
001,Acadia Parish,001011,Egan Elementary School                            ,<5%,<5%,5.9%,<5%
001,Acadia Parish,001012,Estherwood Elementary School                      ,<5%,<5%,<5%,<5%
001,Acadia Parish,001013,Evangeline Elementary School                      ,<5%,<5%,<5%,<5%
001,Acadia Parish,001014,Iota Elementary School                            ,<5%,<5%,<5%,<5%
001,Acadia Parish,001015,Iota Middle School                                ,<5%,<5%,14.56%,<5%
001,Acadia Parish,001016,Mermentau Elementary School                       ,<5%,<5%,<5%,<5%
001,Acadia Parish,001017,Midland High School                               ,<5%,<5%,8.03%,<5%
001,Acadia Parish,001018,Mire Elementary School                            ,8.66%,<5%,<5%,<5%
001,Acadia Parish,001019,Morse Elementary School                           ,<5%,<5%,<5%,<5%
001,Acadia Parish,001020,Martin Petitjean Elementary School                ,<5%,<5%,10.14%,<5%
001,Acadia Parish,001021,Rayne High School                                 ,19.33%,<5%,21.71%,<5%
001,Acadia Parish,001022,Richard Elementary School                         ,<5%,<5%,<5%,<5%
001,Acadia Parish,001023,Ross Elementary School                            ,21.05%,<5%,22.56%,<5%
001,Acadia Parish,001024,South Crowley Elementary School                   ,12.91%,<5%,8.52%,<5%
001,Acadia Parish,001025,South Rayne Elementary School                     ,33.22%,<5%,19.87%,<5%
001,Acadia Parish,001034,Iota High School                                  ,<5%,<5%,9.98%,<5%
002,Allen Parish,002001,Elizabeth High School                             ,<5%,<5%,<5%,<5%
002,Allen Parish,002002,Fairview High School                              ,<5%,<5%,<5%,<5%
002,Allen Parish,002003,Kinder Elementary School                          ,<5%,<5%,<5%,<5%
002,Allen Parish,002004,Kinder High School                                ,29.25%,<5%,8.66%,<5%
002,Allen Parish,002005,Oakdale Elementary School                         ,<5%,<5%,<5%,<5%
002,Allen Parish,002006,Oakdale High School                               ,21.3%,<5%,19.14%,<5%
002,Allen Parish,002007,Oakdale Middle School                             ,27.61%,<5%,27.11%,<5%
002,Allen Parish,002008,Oberlin Elementary School                         ,9.92%,<5%,<5%,<5%
002,Allen Parish,002009,Oberlin High School                               ,23.28%,<5%,9.25%,<5%
002,Allen Parish,002010,Reeves High School                                ,15.43%,<5%,<5%,<5%
002,Allen Parish,002015,Kinder Middle School                              ,6.72%,<5%,5.22%,<5%
003,Ascension Parish,003001,G. W. Carver Primary School                       ,<5%,<5%,<5%,<5%
003,Ascension Parish,003002,Donaldsonville Primary School                     ,<5%,<5%,<5%,<5%
003,Ascension Parish,003003,Donaldsonville High School                        ,11.59%,<5%,20.82%,<5%
003,Ascension Parish,003004,Dutchtown Middle School                           ,<5%,<5%,5.8%,<5%
003,Ascension Parish,003005,East Ascension High School                        ,17.04%,<5%,6.9%,<5%
003,Ascension Parish,003006,Galvez Middle School                              ,6.04%,<5%,<5%,<5%
003,Ascension Parish,003007,Gonzales Middle School                            ,11.97%,<5%,18.1%,<5%
003,Ascension Parish,003008,Gonzales Primary School                           ,6.61%,<5%,<5%,<5%
003,Ascension Parish,003010,Lowery Middle School                              ,12.38%,<5%,36.9%,<5%
003,Ascension Parish,003011,Duplessis Primary School                          ,<5%,<5%,<5%,<5%
003,Ascension Parish,003012,Prairieville Middle School                        ,<5%,<5%,<5%,<5%
003,Ascension Parish,003013,St. Amant Middle School                           ,10.44%,<5%,<5%,<5%
003,Ascension Parish,003014,St. Amant High School                             ,9.6%,<5%,6.61%,<5%
003,Ascension Parish,003015,Lowery Elementary School                          ,24.94%,<5%,32.63%,<5%
003,Ascension Parish,003016,Dutchtown High School                             ,14.31%,<5%,<5%,<5%
003,Ascension Parish,003018,Galvez Primary School                             ,<5%,<5%,<5%,<5%
003,Ascension Parish,003020,Lake Elementary School                            ,<5%,<5%,<5%,<5%
003,Ascension Parish,003023,Dutchtown Primary School                          ,<5%,<5%,<5%,<5%
003,Ascension Parish,003024,St. Amant Primary School                          ,<5%,<5%,<5%,<5%
003,Ascension Parish,003026,Central Middle School                             ,<5%,<5%,6.62%,<5%
003,Ascension Parish,003027,Oak Grove Primary School                          ,<5%,<5%,<5%,<5%
003,Ascension Parish,003029,Pecan Grove Primary School                        ,<5%,<5%,<5%,<5%
003,Ascension Parish,003030,Prairieville Primary School                       ,<5%,<5%,<5%,<5%
003,Ascension Parish,003031,Central Primary School                            ,5.24%,<5%,<5%,<5%
003,Ascension Parish,003032,Lakeside Primary School                           ,<5%,<5%,<5%,<5%
003,Ascension Parish,003033,Spanish Lake Primary School                       ,<5%,<5%,<5%,<5%
003,Ascension Parish,003034,Sorrento Primary School                           ,<5%,<5%,<5%,<5%
004,Assumption Parish,004001,Assumption High School                            ,18.98%,<5%,18.62%,<5%
004,Assumption Parish,004003,Belle Rose Middle School                          ,<5%,<5%,23.23%,<5%
004,Assumption Parish,004004,Belle Rose Primary School                         ,<5%,<5%,12.21%,<5%
004,Assumption Parish,004005,Labadieville Middle School                        ,<5%,<5%,22.22%,<5%
004,Assumption Parish,004006,Labadieville Primary School                       ,<5%,<5%,6.67%,<5%
004,Assumption Parish,004007,Napoleonville Middle School                       ,7.72%,<5%,16.67%,<5%
004,Assumption Parish,004008,Napoleonville Primary School                      ,7.64%,<5%,6.07%,<5%
004,Assumption Parish,004009,Pierre Part Middle School                         ,<5%,<5%,10.22%,<5%
004,Assumption Parish,004010,Pierre Part Primary School                        ,<5%,<5%,<5%,<5%
004,Assumption Parish,004011,Bayou L'Ourse Primary School                      ,<5%,<5%,6.06%,<5%
005,Avoyelles Parish,005003,Bunkie Elementary Learning Academy                ,5.08%,<5%,13.41%,<5%
005,Avoyelles Parish,005004,Bunkie New Tech High School                       ,26.94%,<5%,25.43%,<5%
005,Avoyelles Parish,005007,Cottonport Elementary School                      ,7.54%,<5%,<5%,<5%
005,Avoyelles Parish,005012,Lafargue Elementary School                        ,<5%,<5%,<5%,<5%
005,Avoyelles Parish,005015,Marksville Elementary School                      ,13.33%,<5%,14.64%,<5%
005,Avoyelles Parish,005016,Marksville High School                            ,15.58%,<5%,29.83%,<5%
005,Avoyelles Parish,005018,Avoyelles High School                             ,11.71%,5.75%,21.91%,<5%
005,Avoyelles Parish,005019,Plaucheville Elementary School                    ,<5%,<5%,<5%,<5%
005,Avoyelles Parish,005020,Riverside Elementary School                       ,15.91%,<5%,14.09%,<5%
005,Avoyelles Parish,005025,Louisiana School for the Agricultural Sciences    ,22.73%,<5%,11.52%,<5%
006,Beauregard Parish,006001,Carver Elementary School                          ,11.55%,<5%,<5%,<5%
006,Beauregard Parish,006002,DeRidder High School                              ,44.21%,<5%,14.47%,<5%
006,Beauregard Parish,006003,DeRidder Junior High School                       ,34.02%,<5%,13.25%,<5%
006,Beauregard Parish,006004,East Beauregard High School                       ,26.22%,<5%,8.46%,<5%
006,Beauregard Parish,006006,K.R. Hanchey Elementary School                    ,10.88%,<5%,<5%,<5%
006,Beauregard Parish,006008,Merryville High School                            ,9.25%,<5%,6.05%,<5%
006,Beauregard Parish,006009,Pine Wood Elementary School                       ,31.65%,<5%,8.03%,<5%
006,Beauregard Parish,006010,Singer High School                                ,21.25%,<5%,9%,<5%
006,Beauregard Parish,006011,South Beauregard High School                      ,19.62%,<5%,12.28%,<5%
006,Beauregard Parish,006012,South Beauregard Upper Elementary School          ,14.53%,<5%,<5%,<5%
006,Beauregard Parish,006013,South Beauregard Elementary School                ,10.75%,<5%,<5%,<5%
006,Beauregard Parish,006022,East Beauregard Elementary School                 ,11.36%,<5%,<5%,<5%
007,Bienville Parish,007001,Arcadia High School                               ,<5%,<5%,5.26%,<5%
007,Bienville Parish,007003,Castor High School                                ,<5%,<5%,<5%,<5%
007,Bienville Parish,007004,Crawford Elementary School                        ,<5%,<5%,<5%,<5%
007,Bienville Parish,007006,Gibsland-Coleman High School                      ,<5%,<5%,6.17%,<5%
007,Bienville Parish,007007,Ringgold Elementary School                        ,8.03%,<5%,13.38%,<5%
007,Bienville Parish,007008,Ringgold High School                              ,8.08%,<5%,8.46%,<5%
007,Bienville Parish,007009,Saline High School                                ,<5%,<5%,5.05%,<5%
008,Bossier Parish,008001,Airline High School                               ,20.01%,<5%,10.28%,<5%
008,Bossier Parish,008002,Apollo Elementary School                          ,<5%,<5%,<5%,<5%
008,Bossier Parish,008003,Bellaire Elementary School                        ,<5%,<5%,<5%,<5%
008,Bossier Parish,008005,Benton Elementary School                          ,10.7%,<5%,<5%,<5%
008,Bossier Parish,008006,Benton High School                                ,13.68%,<5%,8.12%,<5%
008,Bossier Parish,008007,Bossier Elementary School                         ,8.26%,<5%,5.58%,<5%
008,Bossier Parish,008009,Bossier High School                               ,24.86%,<5%,27.23%,<5%
008,Bossier Parish,008012,Central Park Elementary School                    ,7.89%,<5%,<5%,<5%
008,Bossier Parish,008013,Cope Middle School                                ,15.44%,<5%,9.77%,<5%
008,Bossier Parish,008014,Curtis Elementary School                          ,10.16%,<5%,<5%,<5%
008,Bossier Parish,008015,Elm Grove Middle School                           ,10.97%,<5%,10.17%,<5%
008,Bossier Parish,008016,Greenacres Middle School                          ,28.34%,<5%,13.25%,<5%
008,Bossier Parish,008017,Haughton High School                              ,22.31%,<5%,8.25%,<5%
008,Bossier Parish,008018,R. V. Kerr Elementary School                      ,<5%,<5%,<5%,<5%
008,Bossier Parish,008019,Meadowview Elementary School                      ,13.05%,<5%,<5%,<5%
008,Bossier Parish,008020,Parkway High School                               ,19.42%,<5%,8.07%,<5%
008,Bossier Parish,008021,Carrie Martin Elementary School                   ,16.04%,<5%,<5%,<5%
008,Bossier Parish,008022,LA New Tech at Plain Dealing                      ,37.5%,<5%,13.57%,<5%
008,Bossier Parish,008023,Plantation Park Elementary School                 ,<5%,<5%,<5%,<5%
008,Bossier Parish,008024,Platt Elementary School                           ,8.8%,<5%,<5%,<5%
008,Bossier Parish,008025,Haughton Middle School                            ,23.06%,<5%,11.22%,<5%
008,Bossier Parish,008027,T.L. Rodes Elementary School                      ,<5%,<5%,<5%,<5%
008,Bossier Parish,008028,Rusheon Middle School                             ,18.24%,<5%,19.03%,<5%
008,Bossier Parish,008029,Sun City Elementary School                        ,6.88%,<5%,<5%,<5%
008,Bossier Parish,008030,Waller Elementary School                          ,6.11%,<5%,<5%,<5%
008,Bossier Parish,008033,Stockwell Place Elementary School                 ,<5%,<5%,<5%,<5%
008,Bossier Parish,008038,Benton Middle School                              ,13.92%,<5%,5.17%,<5%
008,Bossier Parish,008040,Princeton Elementary School                       ,16.14%,<5%,<5%,<5%
008,Bossier Parish,008042,Legacy Elementary School                          ,<5%,<5%,<5%,<5%
008,Bossier Parish,008043,W.T. Lewis Elementary School                      ,<5%,<5%,<5%,<5%
008,Bossier Parish,008044,Elm Grove Elementary School                       ,5.16%,<5%,<5%,<5%
009,Caddo Parish,009002,Arthur Circle Elementary School                   ,8.14%,<5%,<5%,<5%
009,Caddo Parish,009003,Atkins Technology Elementary School               ,11.52%,<5%,5.37%,<5%
009,Caddo Parish,009004,Barret Paideia Academy                            ,<5%,<5%,<5%,<5%
009,Caddo Parish,009006,Blanchard Elementary School                       ,<5%,<5%,<5%,<5%
009,Caddo Parish,009007,Broadmoor Middle Laboratory School                ,9.82%,<5%,7.2%,<5%
009,Caddo Parish,009008,C.E. Byrd High School                             ,20.17%,<5%,8.98%,<5%
009,Caddo Parish,009011,Caddo Heights Math/Science Elementary School      ,5.85%,<5%,<5%,<5%
009,Caddo Parish,009012,Caddo Parish Magnet High School                   ,<5%,<5%,<5%,<5%
009,Caddo Parish,009013,Captain Shreve High School                        ,14.57%,<5%,7.89%,<5%
009,Caddo Parish,009015,Cherokee Park Elementary School                   ,<5%,<5%,<5%,<5%
009,Caddo Parish,009016,Claiborne Fundamental Elementary School           ,10.7%,<5%,<5%,<5%
009,Caddo Parish,009018,Creswell Elementary School                        ,<5%,<5%,<5%,<5%
009,Caddo Parish,009019,Eden Gardens Fundamental Elementary School        ,<5%,<5%,<5%,<5%
009,Caddo Parish,009020,Caddo Parish Middle Magnet School                 ,<5%,<5%,<5%,<5%
009,Caddo Parish,009022,Fair Park College Preparatory Academy             ,9.2%,6.16%,25.56%,<5%
009,Caddo Parish,009023,Fairfield Magnet School                           ,<5%,<5%,<5%,<5%
009,Caddo Parish,009024,Forest Hill Elementary School                     ,6.1%,<5%,<5%,<5%
009,Caddo Parish,009025,Green Oaks Performing Arts Academy                ,12.48%,<5%,5.02%,<5%
009,Caddo Parish,009027,Herndon Magnet School                             ,<5%,<5%,<5%,<5%
009,Caddo Parish,009029,Caddo Middle Career and Technology School         ,10.94%,<5%,6.12%,<5%
009,Caddo Parish,009031,Huntington High School                            ,<5%,<5%,6.13%,<5%
009,Caddo Parish,009033,Judson Fundamental Elementary School              ,<5%,<5%,<5%,<5%
009,Caddo Parish,009034,Lakeshore Elementary School                       ,<5%,<5%,<5%,<5%
009,Caddo Parish,009039,Mooretown Elementary Professional Develop. Ctr.   ,<5%,<5%,5.9%,<5%
009,Caddo Parish,009040,Mooringsport Elementary School                    ,<5%,<5%,<5%,<5%
009,Caddo Parish,009042,North Caddo High School                           ,8.98%,<5%,11.08%,<5%
009,Caddo Parish,009043,North Highlands Elementary School                 ,10.47%,<5%,<5%,<5%
009,Caddo Parish,009044,Northside Elementary School                       ,<5%,<5%,6%,<5%
009,Caddo Parish,009045,Northwood High School                             ,8%,<5%,9.95%,<5%
009,Caddo Parish,009046,Oak Park Microsociety Elementary School           ,<5%,<5%,<5%,<5%
009,Caddo Parish,009048,Oil City Magnet School                            ,6.35%,<5%,<5%,<5%
009,Caddo Parish,009050,Pine Grove Elementary School                      ,6.22%,<5%,6.95%,<5%
009,Caddo Parish,009051,Queensborough Elementary School                   ,8.26%,<5%,6.41%,<5%
009,Caddo Parish,009052,Ridgewood Middle School                           ,16.41%,<5%,12.73%,<5%
009,Caddo Parish,009053,Riverside Elementary School                       ,<5%,<5%,<5%,<5%
009,Caddo Parish,009055,Shreve Island Elementary School                   ,6.02%,<5%,<5%,<5%
009,Caddo Parish,009057,South Highlands Elementary Magnet School          ,<5%,<5%,<5%,<5%
009,Caddo Parish,009058,Southern Hills Elementary School                  ,<5%,<5%,<5%,<5%
009,Caddo Parish,009059,Southwood High School                             ,22.52%,<5%,13.69%,<5%
009,Caddo Parish,009060,A. C. Steere Elementary School                    ,<5%,<5%,<5%,<5%
009,Caddo Parish,009061,E.B. Williams Stoner Hill Elem Lab School         ,6.2%,<5%,<5%,<5%
009,Caddo Parish,009062,Summer Grove Elementary School                    ,7.31%,<5%,<5%,<5%
009,Caddo Parish,009063,Summerfield Elementary School                     ,9.7%,<5%,<5%,<5%
009,Caddo Parish,009064,Sunset Acres Elementary School                    ,5.99%,<5%,<5%,<5%
009,Caddo Parish,009065,Jack P. Timmons Elementary School                 ,<5%,<5%,<5%,<5%
009,Caddo Parish,009066,University Elementary School                      ,<5%,<5%,<5%,<5%
009,Caddo Parish,009067,Vivian Elementary/Middle School                   ,22.32%,<5%,8.52%,<5%
009,Caddo Parish,009068,Walnut Hill Elementary/Middle School              ,<5%,<5%,<5%,<5%
009,Caddo Parish,009069,Booker T. Washington New Technology High School   ,<5%,<5%,6.41%,<5%
009,Caddo Parish,009070,Werner Park Elementary School                     ,17.31%,<5%,10.58%,<5%
009,Caddo Parish,009072,Westwood Elementary School                        ,<5%,<5%,11.72%,<5%
009,Caddo Parish,009073,Woodlawn Leadership Academy                       ,26.64%,<5%,32.66%,<5%
009,Caddo Parish,009074,Youree Dr. Middle Advanced Placement Magnet School,22.6%,<5%,10.22%,<5%
009,Caddo Parish,009075,Turner Elementary/6th Grade Academy               ,17.8%,<5%,8.79%,<5%
009,Caddo Parish,009078,Donnie Bickham Middle School                      ,13.67%,<5%,9.75%,<5%
009,Caddo Parish,009079,Keithville Elementary/Middle School               ,10.83%,<5%,6.99%,<5%
009,Caddo Parish,009091,Midway Professional Development Center            ,<5%,<5%,<5%,<5%
009,Caddo Parish,009096,Alexander Learning Center                         ,<5%,<5%,<5%,<5%
009,Caddo Parish,009102,Newton Smith 6th Grade Center                     ,26.34%,<5%,5.76%,<5%
009,Caddo Parish,009103,J. S. Clark Elementary School                     ,<5%,<5%,<5%,<5%
009,Caddo Parish,009104,Academic Recovery Ombudsman                       ,<5%,<5%,46.9%,<5%
009,Caddo Parish,009105,Community Ombudsman                               ,<5%,<5%,13.39%,<5%
010,Calcasieu Parish,010001,S. P. Arnett Middle School                        ,20.91%,<5%,11.98%,<5%
010,Calcasieu Parish,010003,Alfred M. Barbe High School                       ,26.32%,<5%,10.9%,<5%
010,Calcasieu Parish,010004,Bell City High School                             ,5.06%,<5%,<5%,<5%
010,Calcasieu Parish,010005,LeBleu Settlement Elementary School               ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010006,Brentwood Elementary School                       ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010009,Jessie D. Clifton Elementary School               ,6.25%,<5%,<5%,<5%
010,Calcasieu Parish,010010,College Oaks Elementary School                    ,5.11%,<5%,<5%,<5%
010,Calcasieu Parish,010011,Combre/Fondel Elementary School                   ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010012,T. S. Cooley Elementary Magnet School             ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010013,DeQuincy Primary School                           ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010014,DeQuincy High School                              ,26.82%,<5%,12.53%,<5%
010,Calcasieu Parish,010015,DeQuincy Middle School                            ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010016,Dolby Elementary School                           ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010018,Fairview Elementary School                        ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010019,Frasch Elementary School                          ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010023,W. T. Henning Elementary School                   ,5.21%,<5%,<5%,<5%
010,Calcasieu Parish,010024,Henry Heights Elementary School                   ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010025,Sam Houston High School                           ,24.82%,<5%,9.1%,<5%
010,Calcasieu Parish,010026,Iowa High School                                  ,27.63%,<5%,10.16%,<5%
010,Calcasieu Parish,010027,John J. Johnson II Elementary School              ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010028,M. J. Kaufman Elementary School                   ,10.5%,<5%,5.73%,<5%
010,Calcasieu Parish,010029,John F. Kennedy Elementary School                 ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010030,E. K. Key Elementary School                       ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010033,LaGrange High School                              ,<5%,7.05%,24.76%,<5%
010,Calcasieu Parish,010034,W. W. Lewis Middle School                         ,12.58%,<5%,<5%,<5%
010,Calcasieu Parish,010035,LeBlanc Middle School                             ,9.68%,<5%,8.11%,<5%
010,Calcasieu Parish,010036,Maplewood Middle School                           ,8.33%,<5%,<5%,<5%
010,Calcasieu Parish,010038,Ray D. Molo Middle Magnet School                  ,37.57%,5.03%,17.72%,<5%
010,Calcasieu Parish,010039,Moss Bluff Elementary School                      ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010040,Moss Bluff Middle School                          ,28.74%,<5%,11.81%,<5%
010,Calcasieu Parish,010042,A. A. Nelson Elementary School                    ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010043,Oak Park Elementary School                        ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010044,Oak Park Middle School                            ,40.52%,<5%,26.43%,<5%
010,Calcasieu Parish,010045,Cypress Cove Elementary School                    ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010046,Prien Lake Elementary School                      ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010047,Reynaud Middle School                             ,55.98%,8.55%,51.71%,<5%
010,Calcasieu Parish,010050,St. John Elementary School                        ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010051,Starks High School                                ,12.75%,<5%,5.39%,<5%
010,Calcasieu Parish,010052,Sulphur High School                               ,14.19%,<5%,10.19%,<5%
010,Calcasieu Parish,010053,Vincent Settlement Elementary School              ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010054,Richard W. Vincent Elementary School              ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010055,Vinton Elementary School                          ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010056,Vinton High School                                ,18.92%,<5%,13.85%,<5%
010,Calcasieu Parish,010057,Vinton Middle School                              ,26.36%,<5%,12.13%,<5%
010,Calcasieu Parish,010058,Washington/Marion Magnet High School              ,35.45%,7.27%,27.79%,<5%
010,Calcasieu Parish,010059,T. H. Watkins Elementary School                   ,9.38%,<5%,8.33%,<5%
010,Calcasieu Parish,010060,J. I. Watson Middle School                        ,10.93%,<5%,10.93%,<5%
010,Calcasieu Parish,010061,Pearl Watson Elementary School                    ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010062,S. J. Welsh Middle School                         ,22.56%,<5%,14.18%,<5%
010,Calcasieu Parish,010063,Western Heights Elementary School                 ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010064,Westlake High School                              ,15.43%,<5%,10.53%,<5%
010,Calcasieu Parish,010065,Westwood Elementary School                        ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010066,F. K. White Middle School                         ,38.02%,<5%,19.27%,<5%
010,Calcasieu Parish,010067,Ralph F. Wilson Elementary School                 ,<5%,<5%,7.89%,<5%
010,Calcasieu Parish,010068,Gillis Elementary School                          ,<5%,<5%,<5%,<5%
010,Calcasieu Parish,010081,DeQuincy Elementary School                        ,<5%,<5%,<5%,<5%
011,Caldwell Parish,011001,Caldwell Parish High School                       ,14.38%,<5%,<5%,<5%
011,Caldwell Parish,011002,Caldwell Parish Junior High School                ,13.32%,<5%,<5%,<5%
011,Caldwell Parish,011003,Union Central Elementary School                   ,5.16%,<5%,<5%,<5%
011,Caldwell Parish,011005,Grayson Elementary School                         ,<5%,<5%,<5%,<5%
012,Cameron Parish,012003,Grand Lake High School                            ,7.98%,<5%,<5%,<5%
012,Cameron Parish,012004,Hackberry High School                             ,9.18%,<5%,<5%,<5%
012,Cameron Parish,012005,Johnson Bayou High School                         ,<5%,<5%,<5%,<5%
012,Cameron Parish,012007,South Cameron High School                         ,7.34%,<5%,<5%,<5%
013,Catahoula Parish,013001,Block High School                                 ,<5%,<5%,12.24%,<5%
013,Catahoula Parish,013002,Central High School                               ,<5%,<5%,<5%,<5%
013,Catahoula Parish,013005,Harrisonburg High School                          ,<5%,<5%,7.8%,<5%
013,Catahoula Parish,013006,Jonesville Elementary School                      ,<5%,<5%,5.19%,<5%
013,Catahoula Parish,013007,Jonesville Junior High School                     ,11.42%,<5%,31.05%,<5%
013,Catahoula Parish,013011,Sicily Island High School                         ,<5%,<5%,6.73%,<5%
014,Claiborne Parish,014004,Haynesville Jr./Sr. High School                   ,9.56%,<5%,18.35%,<5%
014,Claiborne Parish,014006,Homer Elementary School                           ,14.39%,<5%,7.2%,<5%
014,Claiborne Parish,014007,Homer High School                                 ,14.08%,<5%,23.24%,<5%
014,Claiborne Parish,014008,Homer Junior High School                          ,28.44%,<5%,33.95%,<5%
014,Claiborne Parish,014011,Summerfield High School                           ,<5%,<5%,5.9%,<5%
015,Concordia Parish,015002,Ferriday High School                              ,9.2%,<5%,38.04%,<5%
015,Concordia Parish,015003,Ferriday Junior High School                       ,61.21%,<5%,48.11%,<5%
015,Concordia Parish,015004,Ferriday Lower Elementary School                  ,<5%,<5%,<5%,<5%
015,Concordia Parish,015005,Ferriday Upper Elementary School                  ,<5%,<5%,14.36%,<5%
015,Concordia Parish,015006,Monterey High School                              ,11.37%,<5%,6.68%,<5%
015,Concordia Parish,015008,Vidalia High School                               ,<5%,<5%,16.24%,<5%
015,Concordia Parish,015009,Vidalia Junior High School                        ,17.85%,<5%,28.19%,<5%
015,Concordia Parish,015010,Vidalia Lower Elementary School                   ,<5%,<5%,<5%,<5%
015,Concordia Parish,015011,Vidalia Upper Elementary School                   ,11.44%,<5%,8.24%,<5%
015,Concordia Parish,015014,Concordia Education Center                        ,5.97%,<5%,47.76%,<5%
016,DeSoto Parish,016004,Logansport High School                            ,<5%,<5%,17.83%,<5%
016,DeSoto Parish,016007,Mansfield High School                             ,28.47%,6.61%,26.42%,<5%
016,DeSoto Parish,016008,Pelican All Saints High School                    ,<5%,<5%,15.87%,<5%
016,DeSoto Parish,016010,Stanley High School                               ,10.38%,<5%,<5%,<5%
016,DeSoto Parish,016012,North DeSoto High School                          ,18.52%,<5%,11.42%,<5%
016,DeSoto Parish,016017,North DeSoto Middle School 6-8                    ,<5%,<5%,8.28%,<5%
016,DeSoto Parish,016018,Logansport Elementary School                      ,<5%,<5%,7.29%,<5%
016,DeSoto Parish,016019,Mansfield Elementary School                       ,6.92%,<5%,5.9%,<5%
016,DeSoto Parish,016020,Mansfield Middle School                           ,7.81%,<5%,25.98%,<5%
016,DeSoto Parish,016023,North DeSoto Elementary School 3-5                ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017001,Arlington Preparatory Academy                     ,8.33%,<5%,<5%,<5%
017,East Baton Rouge Parish,017002,Audubon Elementary School                         ,5.23%,<5%,<5%,<5%
017,East Baton Rouge Parish,017008,Baton Rouge Magnet High School                    ,8.2%,<5%,<5%,<5%
017,East Baton Rouge Parish,017010,Belaire High School                               ,28.88%,<5%,<5%,<5%
017,East Baton Rouge Parish,017011,Belfair Montessori School                         ,8.38%,<5%,<5%,<5%
017,East Baton Rouge Parish,017013,Bernard Terrace Elementary School                 ,6.86%,<5%,<5%,<5%
017,East Baton Rouge Parish,017014,Broadmoor Elementary School                       ,6.79%,<5%,<5%,<5%
017,East Baton Rouge Parish,017015,Broadmoor Middle School                           ,22.63%,<5%,<5%,<5%
017,East Baton Rouge Parish,017016,Broadmoor Senior High School                      ,40.06%,<5%,<5%,<5%
017,East Baton Rouge Parish,017018,Brownfields Elementary School                     ,6.12%,<5%,<5%,<5%
017,East Baton Rouge Parish,017019,Buchanan Elementary School                        ,5.88%,<5%,<5%,<5%
017,East Baton Rouge Parish,017020,Capitol Middle School                             ,50.83%,<5%,<5%,<5%
017,East Baton Rouge Parish,017022,Cedarcrest-Southmoor Elementary School            ,6.06%,<5%,<5%,<5%
017,East Baton Rouge Parish,017026,Claiborne Elementary School                       ,11.48%,<5%,<5%,<5%
017,East Baton Rouge Parish,017027,Crestworth Elementary School                      ,8.89%,<5%,<5%,<5%
017,East Baton Rouge Parish,017030,Delmont Elementary School                         ,9.51%,<5%,<5%,<5%
017,East Baton Rouge Parish,017032,The Dufrocq School                                ,9.42%,<5%,<5%,<5%
017,East Baton Rouge Parish,017034,Forest Heights Academy of Excellence              ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017035,Glasgow Middle School                             ,33.13%,<5%,<5%,<5%
017,East Baton Rouge Parish,017037,Glen Oaks Park Elementary School                  ,5.25%,<5%,<5%,<5%
017,East Baton Rouge Parish,017038,Glen Oaks Senior High School                      ,36.62%,<5%,<5%,<5%
017,East Baton Rouge Parish,017040,Greenbrier Elementary School                      ,<5%,<5%,<5%,<5%
